Predictions,Actual
58.173275,72.6019033333333
67.97316,74.97179791666672
68.04046,69.87860583333331
59.544807,74.96971916666672
72.02198,68.45458958333332
59.587055,81.14599541666671
56.59108,73.91366166666671
65.20963,52.5323716291002
49.994328,50.185619583333306
55.052113,64.94340541666672
60.42239,55.24555000000001
51.465065,53.351715000000006
52.273014,71.06563083333332
62.472496,70.44821041666671
58.9152,79.40807333333332
64.769005,49.5328595833333
49.856274,69.39007458333332
63.59374,65.41322541666672
51.94162,57.24540875000001
55.24842,47.653575
50.101173,45.862021629100205
47.54949,58.70892166666671
59.89052,57.810857500000004
50.982746,69.88692041666671
61.085068,54.8630416666667
50.851585,72.30462750000001
62.421474,72.85344541666672
58.95307,54.7258379166667
49.589752,50.5494191666667
53.347347,52.0399583333333
55.435432,54.894224583333305
55.972706,70.71014708333331
67.614006,79.44964916666672
68.83227,79.48499041666672
67.318794,92.81876041666672
76.13641,93.0079358333333
74.02377,71.00368412910021
53.621655,39.13858875
49.474174,59.26813333333332
64.187485,48.6202420833333
57.26277,57.575945416666706
59.671913,60.457238333333315
57.505524,62.203477083333304
56.08785,34.35098666666671
40.939022,39.0616708333333
47.114784,60.74412000000002
61.419308,78.99853875000001
69.67792,69.58964458333331
63.765316,67.14491208333331
61.253136,77.43108333333332
62.155487,46.4228941666667
48.4736,48.69300375
52.71475,49.92784125
54.655544,46.9259766666667
52.204823,56.76311333333331
57.301304,56.42841833333331
55.68269,61.32827833333331
59.15281,38.94733416666671
45.5908,49.36239375
54.51472,53.341320833333306
54.545918,64.03494625000002
64.267105,43.6600975
47.11523,42.0390095457669
50.232735,48.836442500000004
52.333195,53.767484166666705
57.82858,58.515587083333315
56.122265,52.9193116666667
55.09894,42.99070416666671
46.134026,49.66798375
51.55263,50.71572625000001
50.90077,49.942392500000004
50.350677,51.48906
51.778152,46.6494875
49.91371,32.746110833333304
44.649166,44.7702033333333
49.41066,34.8332804166667
44.65733,52.07945458333331
56.1496,54.1250470833333
51.879105,38.6001641666667
45.43048,50.99845041666671
48.926804,50.2999554166667
48.588314,57.12691250000001
56.38329,65.25107458333332
55.660015,66.47344083333331
62.550983,72.81810375000002
61.821136,71.73709958333332
64.33327,57.44289833333331
52.89863,55.181105
58.017735,52.0711391666667
56.7287,59.222397500000014
58.187843,68.72691875000001
60.750134,45.6433220833333
43.81476,43.9274440539673
49.225918,45.585114166666706
48.05156,45.427121250000006
48.872746,38.4671175
45.0308,50.2251166666667
51.81774,52.769634166666705
53.2923,67.5960220833333
61.305332,60.27845541666671
53.666866,48.828126666666705
49.332153,49.351997916666704
48.828827,50.7822495833333
50.309822,38.86709450820041
45.027634,41.0374182582004
47.701553,48.7033954166667
49.953083,37.9598770833333
44.833298,39.9971541666667
46.85685,48.89465
49.758904,52.9941504166667
50.96059,48.63687208333331
52.28251,33.6109141666667
43.10952,41.4440366666667
47.432182,48.944542500000004
48.666874,36.29679375
43.558624,36.7541416666667
44.652203,42.7994495833333
45.401157,60.17035500000001
53.5717,62.15400037910021
57.224663,57.226697500000014
55.51784,59.50512166666671
57.385155,58.789995833333315
56.354465,48.8613883333333
51.70416,51.26454375
56.289154,62.939388750000006
58.428078,62.074585416666714
58.722485,60.328347916666715
57.56151,66.58154125000001
62.610683,69.64993000000001
63.63507,71.79530750000002
62.837036,74.62254916666672
58.912308,52.09608541666671
58.00223,68.21136291666672
64.98093,76.31889416666671
64.35467,53.5429679166667
49.67649,54.00031583333331
54.895004,58.182970416666706
52.89631,48.89465
49.23036,58.723472500000014
54.45703,22.6678258333333
39.316654,45.5185908333333
53.34903,39.28202833333331
43.71472,56.84418833333331
53.942493,47.5891295833333
49.250874,28.738080000000004
40.057358,40.13851625
44.472202,21.5119829166667
35.28571,33.30324375
41.67021,36.79571875
40.950024,43.85550750000001
44.427032,24.8547804166667
35.318382,47.02368125000001
47.975384,64.54426416666671
53.441624,57.21838208333331
50.312393,40.812065
45.003017,50.283324583333304
50.965733,52.68648
50.495728,44.97808875
47.26885,49.534937083333304
49.578228,54.307986250000006
50.14245,56.03759291666671
49.762604,39.5111207957669
42.521214,24.962880833333305
36.394604,19.9985770833333
33.222942,20.6388641666667
33.26513,23.2582204166667
31.832792,21.985961666666704
30.87707,18.1192929166667
28.466532,16.8969266666667
28.08559,28.93765
33.66261,39.3069745833333
36.30317,16.672410416666704
28.770466,36.1941065539673
36.14205,28.9846403039673
33.761658,44.2010704611044
41.50568,56.17521579576691
46.036793,41.71013
39.616318,35.573352500000006
35.118156,43.69751458333331
39.36344,61.24304375000001
49.67565,39.7975841666667
40.768505,47.97163875
48.15731,64.68562625000001
54.075237,56.48662541666671
50.785263,60.66096458333331
55.549458,50.0837545833333
49.19352,62.98928125000001
56.766506,46.8823191666667
47.4377,9.90366125
31.548115,20.2896166666667
33.058033,39.3493886748671
40.298016,10.97635
26.274807,46.400025
44.977936,46.158877916666704
43.14542,17.4540595833333
28.244175,41.78496875
42.66899,25.7944225
33.125927,35.4735675
38.118526,47.5309216666667
45.390694,40.6291258333333
42.475777,34.9413808333333
37.507183,13.7166982957669
28.152134,7.32588208333333
24.325613,16.631670341533802
28.070366,24.14797
30.566877,33.1498270457669
34.858982,50.324901666666705
42.83281,47.29809
42.40871,35.9142845833333
36.648304,4.340647500000001
22.3,18.3758426537015
25.445532,27.4018089412679
30.79747,42.3005245833333
44.084175,55.962754166666706
49.00385,48.7283416666667
41.242626,12.1571391666667
23.77623,39.41507500000001
41.76861,50.04217750000001
44.08625,28.66324125
33.412464,22.368470833333305
33.092632,35.3571516666667
37.91337,43.1486970833333
37.594265,24.829834166666704
31.11703,45.8179458333333
44.659077,61.02684291666671
50.948814,38.5677395082004
39.526005,43.9016607957669
48.35763,23.7155683333333
31.451145,48.7033954166667
46.279346,45.751422500000004
42.594753,31.7611524624335
39.59009,34.94969625
38.995625,30.226539583333302
35.703163,40.3048245833333
37.46315,35.9724925
39.11726,21.994277083333305
30.89908,49.94696871243351
44.823643,35.1409508333333
36.276398,10.3443783333333
27.338573,21.6034525
35.10941,29.5529908333333
34.60126,27.8732766666667
36.00792,7.07641958333333
24.796297,46.0923545833333
38.76191,53.36834416666671
44.999992,42.350417083333305
38.991055,48.6285566666667
45.22125,50.6242566666667
